message,is_flight_intent
 i need flight information leaving atlanta and arriving in baltimore for monday,1
 list departure times from denver to philadelphia which are later than 10 o'clock and earlier than 2 pm,1
 show me the latest dinner flight from baltimore to oakland,1
 ground transport in oakland,0
 show me the flights from denver to philadelphia,1
 what does fare code qo mean,0
 does midwest express serve indianapolis,1
 list all flights from atlanta to baltimore thursday morning,1
 show me the flights on american airlines from fort worth to denver on the evening of july eleventh,1
 what ground transportation is available at the atlanta airport,0
 i would like information on flights from dallas to atlanta arriving in atlanta on tuesday morning,1
 list all us air flights from miami to cleveland leaving on sunday afternoon,1
 please list all flights from dallas to pittsburgh on july fourth 1991,1
 give me the flights from miami to new york using tower air,1
 does flight dl 1083 from philadelphia to denver fly on saturdays,1
 what are the different classes of service and the prices for us air,0
 i would like a flight leaving from boston arriving in san francisco with a stopover in atlanta,1
 what is the earliest flight from memphis to las vegas,1
 i'd like to have flight from denver to pittsburgh,1
 show me the flight classes for delta airlines,1
 what is the earliest flight between pittsburgh and denver that serves breakfast,1
 okay i would like to fly from atlanta to philadelphia,1
 find travel arrangements for a round trip flight from baltimore to pittsburgh after 8 o'clock pm before 10 o'clock pm,1
 i would like to fly from boston to philadelphia next thursday,1
 lowest fare from san francisco to orlando,0
 could you please find me the earliest flight from boston to oakland,1
 can you find out about the ground transportation available in atlanta,0
 do you have any flights from boston to dallas fort worth that stop over in philadelphia,1
 for each airline flying between boston and san francisco what is the earliest flight,1
 list all the airlines flying between washington and denver,0
 what is the round trip fare on continental 1291 from denver to san francisco and return,0
 nonstop flights from new york city to las vegas on sunday,1
 what is the earliest flight leaving denver and arriving in baltimore on united airlines first class on july fourth,1
 i need to go from boston to denver and then to san francisco,1
 does eastern have an early afternoon flight from boston to san francisco,1
 show me airports near washington dc,0
 give me flights from denver to baltimore,1
 what flights from phoenix to las vegas on saturday,1
 show me all the flights out of boston today,1
 what does the fare code f mean,0
 what flights from burbank to milwaukee leave burbank tomorrow,1
 the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday,1
 show me the flights from atlanta to boston,1
 i need a flight to atlanta this afternoon,1
 what is the fare on november seventh going one way from san francisco to oakland,0
 is there a continental flight leaving from las vegas to new york nonstop,1
 show me all first class fares from new york to miami leaving on a tuesday,0
 i'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm,1
 what is ua,0
 show me all first class prices from dallas to baltimore,0
 flights from cleveland to miami,1
 dallas ground transportation,0
 what does restriction ap 57 mean,0
 show me flights from atlanta to baltimore,1
 list all flights going from boston to atlanta after 6 o'clock pm on wednesday,1
 what flights do you have leaving boston going to san francisco,1
 give me information on flights from atlanta to washington dc leaving on thursday before 0900,1
 what are the flights from atlanta to boston in the afternoon,1
 do you have a flight from salt lake city to st. petersburg,1
 i want a flight from boston to denver that stops in pittsburgh,1
 i'm interested in the cheapest fare from washington to fort worth,0
 list all flights at general mitchell international,1
 list all flights from new york to las vegas that fly nonstop on sunday and list flights from memphis to las vegas that fly nonstop on sunday,1
 what does ewr mean,0
 show me which flights from san francisco to pittsburgh on a monday are first class,1
 i would like to fly to san francisco early in the day,1
 give me a list of flights between denver and oakland,1
 what is the latest first class flight of the day leaving dallas for san francisco,1
 what's the latest flight i can get from dallas to boston,1
 i'd like to have some information on a ticket from denver to atlanta with a stop in pittsburgh,0
 what is the cheapest coach flight between dallas and baltimore leaving august tenth,1
 do you have a flight leaving boston at 645 am going to washington,1
 please list the wednesday american airline flights from milwaukee to san jose,1
 i'd like to leave atlanta in the afternoon and arrive in philadelphia at 5 pm,1
 is there a flight from baltimore to san francisco with a stop in denver on twa,1
 what are my meal options from boston to denver,0
 i'd like to go from boston to pittsburgh to find the cheapest flight,1
 do you have a united flight from boston to washington,1
 is there ground transportation from the dallas airport to downtown dallas,0
 show me all flights and fares from denver to san francisco,1
 all flights from miami to new york,1
 list possible round trip daily flights between boston and oakland,1
 what does ewr mean,0
 list the cheapest round trip flights from orlando to kansas city,1
 can you list all flights from toronto to san diego,1
 what ground transportation can i take into boston,0
 information on american airlines from washington to fort worth,1
 what is your earliest flight from boston to washington on august twenty seventh,1
 list round trip flights from orlando to kansas city,1
 i would like the time of your earliest flight in the morning from philadelphia to washington on american airlines,1
 please tell me the flights between boston and philadelphia next thursday,1
 show me all the flights from denver and all the flights from miami that arrive at baltimore around noon,1
 show me the airlines between boston and denver,0
 which airlines fly from boston to washington dc via other cities,0
 i need to know a list of flights from atlanta,1
 can i take a single airline from la to charlotte to newark back to la,0
 which airlines serve pittsburgh,0
 is there transportation from the atlanta airport to downtown atlanta,0
 show me the airlines that fly from toronto to boston,0
 show me the flights that go from san diego to newark by way of houston,1
 give me the flights with the fares on december twenty seventh from indianapolis to orlando,1
 i'd like a return flight from baltimore to boston,1
 i need a flight from san francisco to pittsburgh and then pittsburgh to new york and new york to san francisco,1
 what is the last flight to atlanta from baltimore,1
 on july twenty third an early flight on american from philadelphia to san francisco,1
 show me all flights on southwest airlines from san diego to san francisco,1
 could you please show me all the weekday flights between denver and dallas,1
 list all daily flights between oakland and boston using american airline,1
 list all the flights from atlanta to philadelphia on august the first,1
 list types of aircraft that connect boston and san francisco,0
 i need a flight from philadelphia to denver,1
 what's restriction ap68,0
 show me the first class fares from baltimore to dallas,0
 i would like to fly on american airlines from baltimore to san francisco,1
 american flight 4400 from cincinnati to houston,1
 i need a flight from new york city to montreal thursday may six,1
 i would like to book a flight on june first from los angeles to pittsburgh in the late afternoon,1
 first i'd like to fly from philadelphia to dallas and fly from dallas to san francisco,1
 show me flights from new york to miami,1
 show me the flights leaving from love field,1
 i'd like to buy a coach class ticket for a flight from denver to atlanta,0
 i would like a flight from philadelphia to san francisco,1
 what are all flights from san francisco to philadelphia with stops in pittsburgh,1
 how much is an economy ticket from washington to san francisco on september thirtieth,0
 flights between baltimore and washington dc,1
 what is the fare going from boston to dallas fort worth one way on november seventh,0
 show me all flights from phoenix to milwaukee next wednesday,1
 please list the flights from toronto to washington dc,1
 all flights leaving washington dc to san francisco that are first class,1
 i want to know the cheapest way to fly from denver to oakland,1
 show me flights from boston to denver early am on tuesday,1
 show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars,1
 i'd like information on a flight from denver to san francisco on united air,1
 show me the flights from atlanta to denver on monday,1
 show me the flights from boston to pittsburgh,1
 what flights are there tomorrow from tacoma to san jose,1
 show me the cheapest flights from dallas to baltimore,1
 show me the flights from philadelphia to baltimore,1
 list all the airlines that service denver,0
 what is the cost of limousine service at logan airport,0
 what flights between dfw and oakland arrive in oakland between 1133 am and 43 pm,1
 all round trip flights between new york and miami that are first class,1
 what's the lowest round trip fare from bwi to any city,0
 i'm starting from denver,1
 show me all flights to dallas from san francisco atlanta and pittsburgh,1
 what's the latest flight from san jose to houston,1
 show me the round trip tickets from baltimore to atlanta,0
 united airlines stopping in denver,1
 i'll need a rental car at the atlanta airport can you show me what's available,0
 what northwest flights stop in denver,1
 what kind of ground transportation is there once i get to dallas,0
 can i have a rental car in houston,0
 i want an early morning flight from boston to philadelphia,1
 i would like to fly from atlanta to denver on september fifteenth,1
 on july twenty third all flights on american airlines from philadelphia to san francisco,1
 show me all flights for tomorrow from san francisco to pittsburgh,1
 what is the earliest flight from tampa to milwaukee tomorrow,1
 i need a flight on friday from newark to tampa,1
 i'd like to see the fare code again qx,0
 rental cars in washington dc,0
 what's the last flight from atlanta to boston,1
 flights between tampa and st. louis,1
 show me ground transport in seattle,0
 please give me the prices for all flights from philadelphia to denver airport next sunday,0
 what flights are available from pittsburgh to boston on saturday,1
 what flights are available saturday to san francisco from dallas,1
 show me the flights from denver to baltimore or washington dc that arrive before or around noon,1
 please list the flight times from newark to boston,1
 what are the fares for flights between atlanta and dfw,0
 list flights from philadelphia to san francisco thursday,1
 does midwest express serve baltimore,1
 i want to fly denver to pittsburgh,1
 i want to fly from dallas fort worth to philadelphia,1
 show me the nonstop flights from atlanta to oakland that leave in the afternoon and arrive between 430 pm and 630 pm,1
 please list all northwest flights into denver,1
 show flights first class on american from philadelphia to dallas fort worth,1
 what are the prices of these flights,0
 i want to know the time of the latest flight i can take from washington to san francisco where i can get a dinner meal,1
 show me flights from denver to san francisco on wednesday,1
 show me flights between memphis tennessee and las vegas,1
 is there a thursday night flight from pittsburgh to san francisco on us air,1
 i'd like to book the cheapest one way flight from pittsburgh to atlanta on july twentieth,1
 list all flights from nashville to seattle,1
 what are the fares for flights between atlanta and dfw provided by american airlines,0
 what are all flights to denver from philadelphia on sunday,1
 how many flights are there between san francisco and philadelphia on august eighteenth,0
 i would like to book a flight that goes from memphis to las vegas,1
 what ground transportation is available from the pittsburgh airport to the town,0
 i need a flight from atlanta to baltimore and this flight should arrive at 7 pm please,1
 flights from new york city to montreal,1
 how much is the cheapest flight from denver to pittsburgh,0
 which airlines provide direct flights between washington and denver,0
 describe ground transportation in dallas,0
 what flights from montreal to las vegas on saturday,1
 what is the cost of a flight from boston to denver,0
 what flights go from tampa to charlotte on sunday,1
 what flights does american airlines have from boston to dallas,1
 fares from dallas to baltimore,0
 morning flight from dallas to atlanta,1
 are there any nonstop flights from philadelphia to denver that arrive before 5 pm,1
 what is ewr,0
 which flights are between boston and baltimore washington,1
 please give me the united airlines flights from denver to baltimore that are the first class flights please,1
 what type of aircraft is used on the first flight from philadelphia to dallas in the morning,0
 what transportation is available from the dallas airport to downtown,0
 show flights from pittsburgh to oakland on us airlines with fare information,1
 what is the earliest flight leaving boston and going to washington on september third,1
 show me the airlines that fly from san francisco to boston,0
 all flights from charlotte to anywhere on us air around 1 pm,1
 which airlines have nonstop flights from kansas city to chicago,0
 i need a flight from chicago to dallas on continental on june fifth,1
 flights from nashville to seattle,1
 what delta leaves boston for atlanta,1
 show me the cheapest one way flight from atlanta to pittsburgh,1
 list all the flights that arrive at general mitchell international from various cities,1
 please list the rental car information in pittsburgh,0
 round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars,0
 what flights are available thursday afternoon from baltimore to atlanta,1
 show me dallas to boston flights,1
 i need a flight leaving pittsburgh next monday arriving in fort worth before 10 am,1
 what airlines fly from boston to san francisco,0
 show me flights from oakland to dallas on sunday,1
 show me the price of flight ea 212 from atlanta to washington,0
 what flights are there from atlanta to oakland on thursday with in flight meals,1
 what are the cheapest round trip flights from denver to pittsburgh,1
 what are the flights from milwaukee to orlando on wednesday,1
 i need a flight from toronto to montreal reaching montreal early on friday,1
 show me flights from dallas to baltimore,1
 what ground transportation is available in denver,0
 list the round trip flights from st. paul to san jose,1
 what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon,1
 what flights go from pittsburgh to newark after 305 in the afternoon,1
 what is the cost of a flight from boston to san francisco,0
 i would like information for flights from baltimore to dallas on early tuesday morning,1
 i'm interested in a flight from pittsburgh to atlanta,1
 show me the earliest flight from newark to seattle,1
 could you tell me what morning flights are available from oakland to denver before 10 am,1
 boston to pittsburgh wednesday,1
 anything from baltimore or washington with a stopover in denver going to san francisco,1
 what is the latest flight available between san francisco and boston,1
 give me the latest flight tomorrow on american airlines from milwaukee to tacoma,1
 do you have one to denver from philadelphia,1
 what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental,1
 from toronto to atlanta in the afternoon,1
 show me flights from denver to atlanta,1
 all flights and fares from dallas,1
 what is the fare from boston to san francisco on united airlines flight 21,0
 find the cheapest one way fare from boston to san francisco,0
 show me all flights arriving at love field from other airports,1
 list all the flights from atlanta to charlotte north carolina that leave next monday,1
 what flights are between boston and atlanta on july thirty first,1
 i want a flight on twa from boston to denver,1
 i want a flight from los angeles to pittsburgh that arrives before 3 pm on tuesday,1
 us 771 pittsburgh to philadelphia what is the fare,0
 show me the last flight available in the evening from boston to dc on july twenty first,1
 i want a list of flights from pittsburgh to baltimore on thursday that arrive in baltimore before 10 am,1
 i would like an afternoon flight from washington to boston on august twentieth,1
 list all round trip flights from orlando to kansas city,1
 show me the flight that leaves philadelphia in the afternoon and arrives in the evening in denver,1
 show me the afternoon flights from washington to boston,1
 what ground transportation is there in atlanta,0
 show me continental flights leaving chicago on saturday morning,1
 which flights depart burbank after noon and arrive in denver by 6 pm,1
 philadelphia to dallas saturday,1
 i want to go between boston and washington early in the morning,1
 san francisco to pittsburgh friday,1
 display all the flights from baltimore to dallas which leave after 4 pm,1
 flights from newark new jersey to cleveland,1
 i'd like to see the flights from denver to philadelphia again,1
 i would like information on flights from denver to san francisco after noon on wednesday,1
 flight from dallas to milwaukee,1
 fly from dallas to baltimore,1
 show me the list of flights from philadelphia to denver that leave in the afternoon,1
 show me the flights from denver that go to pittsburgh and then atlanta,1
 show me the flights from san francisco to boston,1
 please list only united airlines flights between denver and boston,1
 what's the lowest round trip fare from atlanta to bwi,0
 what does restriction ap 57 mean,0
 i need a flight from pittsburgh to new york city,1
 i am looking for the cheapest fare from indianapolis to orlando on december twenty seventh,0
 what flights leave charlotte north carolina and arrive in phoenix arizona on monday before 4 pm,1
 fares between atlanta and boston,0
 show ground transportation in denver,0
 thank you very much now can you help me with information on flights from boston to atlanta,1
 what are the flight numbers of the flights which go from san francisco to washington via indianapolis,1
 what is the latest departure from boston to pittsburgh on the seventh of july,1
 flights from atlanta to washington dc on thursday morning,1
 what flights can i find from pittsburgh to san francisco after 9 am,1
 show me the flights from san diego to newark,1
 what flights go from dallas to denver after 3 pm,1
 flights from newark to cleveland daily,1
 do you have any flights from chicago to indianapolis,1
 do you have a 9 o'clock flight from boston to philadelphia,1
 what classes of service does twa have,1
 what flights do you have available from denver dallas and pittsburgh into baltimore,1
 does any airline have a jet flight between pittsburgh and baltimore,0
 show me the flights from st. petersburg to salt lake city that arrive before noon,1
 what is the earliest flight leaving washington to san francisco,1
 are there any united airlines flights between boston and dallas,1
 what flights from st. paul to kansas city on friday with a meal,1
 i want a flight on continental airlines leaving san francisco california arriving pittsburgh pennsylvania,1
 show me flights from denver to philadelphia on a monday,1
 tell me about flights from atlanta to charlotte next monday,1
 may i see all the flights from cleveland to dallas,1
 all flights before 10 am boston denver,1
 what is the least expensive business class flight between atlanta and dallas,1
 which flights are there on tuesday from san francisco to pittsburgh,1
 what are the flights from indianapolis to san diego on wednesday the twelfth,1
 i'd like to find a flight from miami florida to las vegas nevada that would arrive before 4 pm on sunday,1
 i would like a flight from boston to atlanta,1
 i will be staying downtown in atlanta for two hours could you tell me what the ground transportation is available,0
 what is the first flight that travels from atlanta to baltimore that serves lunch,1
 is there ground transportation from the airport in denver to downtown,0
 what time is the last flight from washington to san francisco,1
 show me flights to san francisco arriving before 1,1
 what are the flights and fares from boston to philadelphia,1
 please show me united nonstop flights between boston and san francisco departing around 5 in the evening,1
 i want a flight originating in denver going to pittsburgh and atlanta in either order,1
 show me flights from san francisco to dallas please,1
 i would like to know the flights that are available leaving out of pittsburgh to san francisco on thursday night after 9 pm,1
 what is fare code h,0
 list all the landings at general mitchell international,1
 all flights from cleveland to newark,1
 does us air have a flight from toronto to salt lake city monday may thirty first,1
 please show me the flights from atlanta to denver,1
 what's the earliest flight from boston to bwi that serves dinner,1
 when do planes leave boston for,1
 show me the nonstop flights from houston to dallas,1
 show me any show me what the first class fares are of the flights from pittsburgh to san francisco on monday,0
 show me ground transportation in boston,0
 show me the flights from salt lake city to st. petersburg on wednesday,1
 show me the flights from baltimore to oakland,1
 i would like a flight from toronto to san diego that stops in kansas city,1
 is twa flight 497766 from st. petersburg to milwaukee with one stop available tomorrow morning,1
 please list united flights between boston and denver departing at 9 am,1
 show me the flights from cleveland to memphis,1
 what american airlines flights from phoenix to milwaukee depart phoenix after 6 pm on wednesday,1
 what is the distance from toronto international airport to toronto,0
 is there an airline that has a flight from philadelphia to san francisco with a stop in dallas,0
 show me ground transportation in san francisco,0
 what are the flights from milwaukee to orlando on thursday,1
 information on american airlines from fort worth texas to philadelphia,1
 give me all the flights from new york to miami round trip with costs less than 466 dollars,1
 what is the seating capacity of the various airplanes that united airlines uses,0
 what flights from kansas city to chicago leave next wednesday returning the following day,1
 what is the lowest fare from denver to pittsburgh,0
 could you list for me the flights that leave oakland on sunday and arrive in dallas,1
 i would like to book a flight from baltimore to san francisco before 12 o'clock on tuesday,1
 flight from denver to san francisco in the afternoon,1
 is us air,0
 what is the least expensive one way fare from boston to san francisco,0
 is there ground transportation in dallas from the dallas airport to downtown dallas,0
 show me the cheapest fare from dallas to baltimore,0
 what's the smallest plane flying from pittsburgh to baltimore on december seventeenth,0
 show me first class flights one way tampa to st. louis,1
 can you show me evening flights from nashville to houston that serve dinner,1
 now i need flights leaving from atlanta and arriving in philadelphia on wednesday morning,1
 okay that sounds great let's go from atlanta on april twenty one in the morning to dallas least expensive fare one way,1
 what ground transportation is available in dallas,0
 show me all daily flights from milwaukee to orlando,1
 show afternoon flights from houston to dallas,1
 could you tell me about ground transportation arrangements from the dallas airport to downtown dallas,0
 please show me flights from dallas fort worth to atlanta on monday,1
 i'd like the lowest fare from denver to pittsburgh,0
 give me flights that arrive in baltimore from denver,1
 from denver to baltimore,1
 what flights leave after 7 pm from philadelphia to boston,1
 i want to fly boston to dallas,1
 what united airlines first class airfare flights are available from denver to baltimore on july three,0
 flight from salt lake city to oakland california,1
 where do the flights from boston to oakland stop,0
 ground transportation atlanta,0
 what's the ground transportation from oakland to san francisco,0
 give me the american airlines flights from phoenix to milwaukee on wednesday,1
 all flights from boston to washington dc on november eleventh,1
 i would like to see the flights from baltimore to philadelphia again,1
 i need a flight from indianapolis to toronto reaching toronto on thursday morning,1
 please show me the round trip flights from st. petersburg to toronto,1
 show flights from denver into san francisco,1
 what is the most expensive one way fare from boston to atlanta on american airlines,0
 price of flight from nashville to cleveland,0
 i would like to fly from boston to oakland what airlines fly from boston to oakland,1
 what airline is ac,0
 pittsburgh to baltimore please on january one,1
 flight will start from boston,1
 am flights from atlanta to philadelphia,1
 what flights are there from milwaukee to phoenix on saturday,1
 do i get a meal on the atlanta to bwi flight eastern 210,0
 please show me continental flights from san francisco to pittsburgh on friday,1
 what's the cheapest flight from denver to pittsburgh,1
 list the flights arriving in atlanta from boston between 4 and 8 pm,1
 does any airline have an afternoon flight from atlanta to boston,0
 what flights depart san francisco after 4 pm and fly to washington via indianapolis,1
 could you tell me what flights you have that run daily from boston to san francisco please,1
 on tuesday the twenty third flights from philadelphia to san francisco on american airlines,1
 please list all flights that leave denver before noon on northwest airlines,1
 what is lowest cost air fare available for a flight from dallas to baltimore arriving on july fourth,0
 can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city,0
 show me the cheapest round trips from dallas to baltimore,1
 what car rentals are available next sunday from denver airport,0
 show me the airlines,0
 what are the rental car rates in dallas,0
 in economy class from dallas to baltimore arriving july seventh i'd like to know what's the cheapest ticket possible,0
 what classes of service does twa provide,1
 is there ground transportation in st. louis,0
 please give me the cheapest round trip airfare from atlanta to philadelphia on august the first,0
 what is the cheapest round trip fare on continental 1291 round trip denver san francisco,0
 how much does it cost to fly from boston to atlanta,0
 which cities are serviced by both american and delta airlines,0
 show me the flights from philadelphia to baltimore,1
 what flights are available from boston to washington dc late the twenty fifth or early the twenty sixth,1
 list the flights that arrive and depart from general mitchell international airport,1
 all right give me the flight times in the morning on september twentieth from pittsburgh to san francisco,1
 show all nonstop flights from atlanta to san francisco,1
 list all flights from denver to philadelphia,1
 a one way flight from boston to san francisco please,1
 i would like an american airlines flight from cincinnati to burbank leaving this afternoon,1
 show me ground transportation in denver,0
 what is the lowest cost fare that delta has between boston and san francisco,0
 what flights do you have today from san francisco to pittsburgh,1
 show me flights from minneapolis to seattle on july second,1
 list all the takeoffs and landings at general mitchell international,1
 show me flights leaving from dallas to baltimore,1
 what is the cost of a first class ticket from dallas fort worth to san francisco,0
 does american airlines fly from philadelphia to san francisco,1
 list all flights on continental leaving denver and arriving at chicago on monday before noon,1
 i would like a flight from nashville to st. louis that arrives in st. louis around 6 pm and is nonstop,1
 does midwest express have any flights from montreal to nashville,1
 flights from westchester county to st. paul,1
 what are the flights from nashville to tacoma on tuesday the eighteenth of may,1
 i'd like the cheapest cost fare to fort worth from boston,0
 what is the cheapest one way fare from boston to baltimore,0
 what flights are available friday afternoon from pittsburgh to san francisco,1
 on august thirtieth please schedule me on a flight from denver to san francisco early in the morning,1
 i need information on a flight from san francisco to atlanta that would stop in fort worth,1
 show me all flights to dallas that are less than 1500 dollars round trip,1
 how many passengers can a boeing 737 hold,0
 i need a flight from philadelphia to dallas next wednesday in the morning,1
 show me the flights from love field to all other airports,1
 what airline is ea the abbreviation for,0
 show departures and arrivals in atlanta for american airlines,1
 what flight from boston to baltimore is the least expensive flight,1
 from washington dc to philadelphia departing in the afternoon,1
 show me flights from san francisco to denver after 4 pm,1
 i'd like to fly from minneapolis to long beach two days from today in the early morning,1
 i need a ticket from los angeles to charlotte that leaves early in the morning,0
 i need ground transportation in seattle,0
 does midwest express serve indianapolis,1
 i want to leave oakland and arrive in boston at 5 o'clock in the afternoon,1
 what is fare code y mean,0
 round trip first class fares new york to miami,0
 july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore,0
 could i have listings of flights from new york to montreal canada leaving on wednesday,1
 explain fare code qx,0
 what's the cheapest flight from pittsburgh to san francisco on friday,1
 please show me all fares for flights from denver to oakland,0
 what flights are between washington and san francisco,1
 what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas,0
 can you tell me the time a flight would leave from atlanta to boston in the afternoon,1
 i'd like to arrange a trip to baltimore on january first,1
 what is the ground transportation available in fort worth texas,0
 what is the earliest flight leaving denver going to boston,1
 pm flights dallas to atlanta,1
 display all flights from toronto to san diego on us air with a layover in phoenix,1
 san francisco to denver tuesday,1
 tell me about flights from indianapolis to houston,1
 show me all flights from new york to miami leaving on a tuesday and returning on sunday,1
 hi i'd like a flight from tampa to montreal,1
 show me the lowest fare for a round trip flight from baltimore to dallas,0
 show me flights from philadelphia to oakland on friday,1
 give me the flights for american airline from dallas to san francisco,1
 i'd like to see all the flights from boston to philadelphia,1
 actually what are the nonstop flights from las vegas to burbank on saturday may twenty two,1
 show me flights from pittsburgh to san francisco on friday leaving after 12 noon,1
 what aircraft is co 1209,0
 explain meal codes sd d,0
 show me a list of rental car fares at boston airport,0
 flights from washington dc to denver,1
 what is the least expensive flight today from atlanta to san francisco,1
 show me fares from houston to las vegas,0
 what is the latest flight departing from boston to san francisco,1
 what is the fare going from baltimore to atlanta one way on november seventh,0
 please show me flights from denver to san francisco on wednesday after 1300 hours,1
 what airline stands for hp,0
 please list me the flights and their cost of all airlines flying from denver to baltimore,1
 i want a flight from denver to atlanta,1
 show me the round trip tickets from baltimore to dallas,0
 ground transportation san francisco,0
 i would like to know if i fly on american flight number 813 from boston to oakland if i will stop enroute at another city,1
 i need a flight from atlanta to philadelphia and i'm looking for the cheapest fare,1
 ground transport denver,0
 what is the price of a one way fare from atlanta to boston,0
 explain the fare codes,0
 i'd like to know what flights united airline has from dallas to san francisco,1
 show flights between philadelphia and denver on september sixteenth,1
 between boston and denver i'd like a flight that takes the least amount of stops to get to boston,1
 what is the price of flights from indianapolis to memphis,0
 is there an airline that advertises having more flights than any other airline,0
 what flights from pittsburgh to newark on monday,1
 nonstop flights denver to boston,1
 show me all flights from milwaukee to orlando one way,1
 i need a thursday flight from pittsburgh to baltimore arriving in baltimore before 9 o'clock,1
 show me all flights from dallas to san francisco,1
 can you show me one way economy fares from dallas to atlanta,0
 what types of meals are available,0
 i'd like to book a flight from san diego to toronto,1
 cheapest fare from nashville to seattle,0
 please list the morning flights from st. louis to st. paul,1
 show all flights from denver to san francisco,1
 what is the cheapest fare from washington to san francisco leaving on september thirtieth,0
 list the nonstop flights from denver to washington dc,1
 i would like to find flights from minneapolis to long beach after 4 o'clock on monday june fourteenth please,1
 yes i'm looking for a flight between oakland and boston with a stopover in dallas fort worth do you have one of those,1
 what flights leave phoenix on wednesday evening and arrive in milwaukee,1
 please show me the flights from washington to san francisco,1
 what city is mco,0
 what is the round trip first class fare on united from boston to san francisco,0
 what flights from san jose to dallas on friday afternoon,1
 friday's flights between newark and tampa,1
 please give me round trip fares from baltimore to philadelphia,0
 show me the flights from love field,1
 find travel arrangements for a round trip flight from baltimore to pittsburgh,1
 what flights are there from memphis to las vegas,1
 what flights leave from newark to los angeles in the afternoon,1
 which united flights from boston to san francisco make connections,1
 yes i need a flight from denver to pittsburgh on july seventh,1
 names of airports,0
 i would like an early morning flight on june first from chicago into seattle on continental airlines,1
 morning flights out of san francisco arriving boston afternoon,1
 please list available ground transportation in pittsburgh,0
 show me all nationair flights from toronto,1
 i'd like to fly from denver to atlanta with a stop in pittsburgh,1
 find the cheapest one way fare from boston to oakland,0
 information on flights from pittsburgh to san francisco,1
 i want to leave from philadelphia and go to atlanta baltimore and boston please list these flights,1
 what is the earliest american airlines flight that i can get first class from philadelphia to dallas,1
 flights from denver to westchester county new york weekdays,1
 what flights are available from boston to washington late monday evening or early tuesday morning,1
 what is restriction ap57,0
 what is the earliest flight from denver to san francisco on the morning of august twenty seventh,1
 ground transportation please in the city of boston between airport and downtown,0
 wednesday morning flights between baltimore and newark,1
 what flights from minneapolis to pittsburgh,1
 what types of ground transportation are available in denver,0
 i'm interested in round trip flights from boston to washington,1
 show me all direct flights from dallas fort worth to either san francisco or oakland,1
 show me the flights from pittsburgh to san francisco on friday,1
 i'd like to fly late tomorrow from minneapolis to long beach,1
 what airlines fly from boston to atlanta,0
 please give me information on a flight on april seventeen from philadelphia to boston as early as possible,1
 what flights are available saturday to san francisco from dallas,1
 i need a flight after 6 pm on wednesday from oakland to salt lake city,1
 i want to go from boston to oakland on united and leave at 838 am which flight should i take,1
 i'd like to book the cheapest one way flight from denver to pittsburgh,1
 what is the distance from boston airport to boston,0
 what flights takeoff and land at general mitchell international,1
 what are the flights from boston to san francisco,1
 what are the flights in the month of december from atlanta to denver which stop in boston,1
 what flights are available from pittsburgh to baltimore on july twenty fifth 1991,1
 is there a flight from boston to san francisco making a stopover in dallas fort worth,1
 how far is oakland airport from downtown,0
 show me the first flight that arrives in toronto from cincinnati,1
 flights from newark to tampa on friday on us air,1
 okay could you tell me what flight leaves dallas to san francisco by united airline,1
 please list flights from philadelphia to dallas stopping in atlanta,1
 show me the flights from baltimore to dallas,1
 what's the earliest flight leaving denver for pittsburgh,1
 what pm flights are available from philadelphia to pittsburgh,1
 i want a return flight from washington to dallas on american airlines,1
 i'd like to fly nonstop from atlanta to baltimore and get there at 7 pm,1
 what flights from kansas city to denver after 845 in the morning,1
 show me airlines between boston and san francisco,0
 what's the latest flight out of denver that arrives in pittsburgh next monday,1
 which companies fly between boston and oakland,0
 what flights do you have between oakland and boston with a stopover in dallas fort worth,1
 i would like to leave early in the morning,1
 show me flights from denver to atlanta on june sixteenth,1
 show me the itinerary for the connecting flight from dallas fort worth to san francisco that departs dallas fort worth at 1940,1
 i want a flight between oakland and boston that arrives before 5 pm,1
 show me flights from new york to miami,1
 show me flights denver to washington on thursday,1
 what flights leave from atlanta to boston on june twenty ninth in the afternoon,1
 show me the type of aircraft that canadian airlines uses,0
 what are the morning flights from philadelphia to dallas going on american airlines,1
 what does mco stand for,0
 i would like to know some information on flights leaving philadelphia arriving in pittsburgh in the afternoon,1
 us 3724 baltimore to philadelphia what is the round trip fare,0
 is there a 4 o'clock flight from washington dc to denver,1
 list the flights arriving in baltimore from pittsburgh on august third,1
 show me all flights from phoenix to milwaukee on wednesday,1
 i would like information on flights from baltimore to atlanta on thursday arriving in atlanta before 6 pm,1
 please list the friday flights from houston to milwaukee on american airlines in the evening,1
 i would like to fly from pittsburgh to atlanta,1
 show me all the flights from denver to las vegas,1
 what flights from denver to salt lake city,1
 i need a list of late afternoon flights from chicago to milwaukee,1
